40 20 20 2
trait-1_locus-1
trait-1_locus-2
trait-1_locus-3
trait-1_locus-4
trait-1_locus-5
trait-1_locus-6
trait-1_locus-7
trait-1_locus-8
trait-1_locus-9
trait-1_locus-10
trait-1_locus-11
trait-1_locus-12
trait-1_locus-13
trait-1_locus-14
trait-1_locus-15
trait-1_locus-16
trait-1_locus-17
trait-1_locus-18
trait-1_locus-19
trait-1_locus-20
01 0606 1515 0101 0404 0707 0404 0303 0101 0808 1818 0810 1010 0909 2007 1414 1514 0804 1414 1314 0202 2 1 980_1 966_1 970_1 NaN
01 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0810 1010 0909 2020 1414 1514 0804 1414 1314 0202 2 1 991_1 961_1 970_1 NaN
01 0606 1515 0101 0404 0707 0404 0303 0101 0808 1818 0808 1010 0909 2020 1414 1514 0808 1414 1313 0202 2 1 990_1 964_1 970_1 NaN
01 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0808 1010 0909 2007 1411 1515 0804 1414 1313 0202 2 1 989_1 961_1 970_1 NaN
01 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0810 1010 0909 2007 1414 1515 0808 1414 1314 0202 2 1 988_1 961_1 970_1 NaN
01 0606 1515 0101 0404 0707 1504 0303 0101 0808 1818 2010 1010 0909 2007 1414 1515 0808 1414 1314 0202 2 1 987_1 962_1 970_1 NaN
01 0606 1515 0101 0404 0707 0404 0303 0101 0808 1818 0808 1010 0909 2020 1411 1515 0808 0714 1314 0202 2 1 986_1 967_1 970_1 NaN
01 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0808 1010 0909 2020 1411 1514 0808 1414 1313 0202 2 1 985_1 963_1 970_1 NaN
01 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0810 1010 0909 2007 1411 1515 0808 1414 1314 0202 2 1 984_1 961_1 970_1 NaN
01 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0808 1010 0909 2020 1414 1514 0808 1414 1313 0202 2 1 983_1 964_1 970_1 NaN
01 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0808 1010 0909 2020 1411 1514 0808 1414 1314 0202 2 1 982_1 965_1 970_1 NaN
01 0606 1515 0101 0404 0707 0404 0303 0101 0808 1818 2008 1010 0509 2020 1411 1515 0804 1414 1314 0202 2 1 981_1 962_1 970_1 NaN
01 0606 1515 1501 0404 0707 1515 0303 0101 0808 1818 2010 1010 0909 2020 1414 1515 0808 1414 1313 0202 2 0 999_1 962_1 970_1 NaN
01 0606 1515 0101 0404 0707 0404 0303 0101 0808 1818 0808 1010 0909 2020 1414 1515 0808 1414 1313 0202 2 0 998_1 966_1 970_1 NaN
01 0606 1515 0101 0404 0707 0404 0303 0101 0808 1818 0808 1010 0909 2020 1411 1515 0808 1414 1314 0202 2 0 997_1 961_1 970_1 NaN
01 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0810 1010 0909 2020 1411 1514 0808 1414 1314 0202 2 0 996_1 961_1 970_1 NaN
01 0606 1515 0101 0404 0707 0404 0303 0101 0808 1818 0810 1010 0909 2007 1414 1514 0804 1414 1314 0202 2 0 995_1 961_1 970_1 NaN
01 0606 1515 0101 0404 0707 0404 0303 0101 0808 1818 0810 1010 0909 2020 1414 1514 0808 1414 1314 0202 2 0 994_1 965_1 970_1 NaN
01 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0810 1010 0909 2007 1411 1514 0808 1414 1313 0202 2 0 993_1 963_1 970_1 NaN
01 0606 1515 0101 0404 1916 0402 0303 0101 0810 1818 1008 1010 0509 2020 1412 1515 0408 1414 1413 0202 2 0 989_13 962_13 975_8 NaN
01 0606 1515 0101 0404 0707 0404 0303 0101 0108 1818 0808 1010 0909 2020 1414 1515 0808 1314 1413 0202 2 0 992_20 960_20 976_1 NaN
01 0606 0715 0101 0404 0707 2004 0603 0101 0108 1818 2008 1010 0509 2020 1114 1415 0408 1414 0613 0202 2 0 990_22 960_22 979_1 NaN
01 0606 1515 1501 0406 0717 0404 0306 0108 0810 1818 0808 1010 0906 2020 1414 1508 0408 1414 1414 1616 2 0 994_23 965_23 969_21 NaN
01 0606 1515 0101 0604 0707 0404 0303 0101 0808 1818 1008 1010 0909 2020 1114 1515 0408 1414 0914 0202 2 0 996_39 962_39 974_2 NaN
02 0606 1515 0101 0404 0707 0415 0303 0101 0808 1818 0808 1010 0505 2020 1414 1508 0808 1414 1413 0202 2 1 980_2 971_2 978_2 NaN
02 0606 1515 0101 0404 0707 0404 0303 0101 1008 1818 0808 1010 0909 2020 1414 1508 0408 1414 1413 0216 2 1 988_2 960_2 978_2 NaN
02 0606 1515 0101 0404 0707 0404 0303 0101 0810 1818 0808 1010 0509 2020 1114 1508 0808 1414 1313 0216 2 1 989_2 962_2 978_2 NaN
